,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,GDT_TS,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,target
T1077TS367_4,0.30302,0.311037,0.131,0.512,0.327,0.67907,0.6519,0.7229,0.3645999,0.36904556,0.644,0.422,0.465,0.79994637,0.457,0.276257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS070_5,0.27757,0.325057,0.133,0.492,0.460,0.64499,0.6969,0.7819,0.3603714,0.36890334,0.685,0.423,0.493,0.7821953,0.484,0.259945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS183_5,0.32147,0.278054,0.132,0.523,0.325,0.68208,0.6130,0.6327,0.3344903,0.35880485,0.615,0.416,0.434,0.7994494,0.452,0.303702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS226_1,0.34569,0.252422,0.130,0.513,0.371,0.69676,0.6601,0.6683,0.30888607,0.35876685,0.651,0.389,0.434,0.7976568,0.459,0.270802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS252_1,0.29766,0.288547,0.111,0.491,0.377,0.64290,0.5520,0.5692,0.3310151,0.36333317,0.613,0.378,0.425,0.7850148,0.464,0.289362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS364_4,0.29378,0.265566,0.093,0.425,0.295,0.62879,0.6181,0.6036,0.3080213,0.36463827,0.614,0.378,0.434,0.7949478,0.449,0.191399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS140_2,0.36012,0.365103,0.165,0.539,0.439,0.71254,0.7365,0.8169,0.3868278,0.3796482,0.659,0.448,0.477,0.79904103,0.464,0.281709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS259_1,0.12426,0.270036,0.092,0.300,0.276,0.41156,0.4632,0.4863,0.3227042,0.3185084,0.554,0.348,0.413,0.6915171,0.427,0.164398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS031_5,0.29242,0.269891,0.119,0.488,0.364,0.69360,0.6428,0.6981,0.343291,0.3579213,0.644,0.390,0.402,0.7982875,0.454,0.260517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS337_3,0.23784,0.223591,0.120,0.370,0.269,0.55855,0.5591,0.6174,0.3001092,0.34010977,0.602,0.342,0.385,0.7604541,0.43,0.171321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS460_5,0.07865,0.337396,0.075,0.330,0.431,0.46164,0.5215,0.4630,0.3385349,0.3476247,0.538,0.348,0.345,0.6482404,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS222_4,0.26736,0.260038,0.112,0.442,0.241,0.61517,0.5229,0.5201,0.29933402,0.36008886,0.597,0.405,0.420,0.7822175,0.452,0.275449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS140_3,0.34958,0.378282,0.153,0.519,0.377,0.71360,0.7296,0.8022,0.4027797,0.3788871,0.652,0.445,0.490,0.7991303,0.462,0.275333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS140_1,0.34789,0.36547,0.171,0.520,0.406,0.71231,0.7214,0.7909,0.3942132,0.38207573,0.648,0.447,0.472,0.7999347,0.461,0.262960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS337_5,0.23553,0.21295,0.116,0.371,0.283,0.52516,0.5312,0.5858,0.30892044,0.32314834,0.560,0.349,0.382,0.7316149,0.42,0.202548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS277_2,0.28539,0.376335,0.137,0.479,0.384,0.62625,0.6154,0.6512,0.42608,0.39484847,0.639,0.413,0.455,0.7575716,0.457,0.327392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS031_2,0.27615,0.239535,0.096,0.458,0.341,0.67704,0.5733,0.5994,0.312007,0.35323614,0.630,0.409,0.430,0.7859071,0.453,0.257739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS013_2,0.16851,0.341035,0.133,0.373,0.414,0.52706,0.5845,0.6987,0.3328657,0.38551986,0.667,0.440,0.461,0.68064564,0.478,0.261086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS031_1,0.30235,0.2559,0.105,0.442,0.322,0.67834,0.5813,0.5648,0.3105558,0.35199794,0.616,0.405,0.438,0.7864135,0.452,0.231495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS435_1,0.29890,0.291443,0.097,0.452,0.411,0.67308,0.6038,0.6214,0.3280588,0.36636895,0.647,0.409,0.477,0.7831546,0.453,0.238949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS324_2,0.24753,0.240479,0.103,0.493,0.361,0.67459,0.5973,0.6473,0.3151017,0.35105777,0.638,0.366,0.419,0.7630461,0.452,0.256796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS151_4,0.06855,0.257914,0.103,0.287,0.156,0.50405,0.5127,0.3865,0.2147525,0.36293355,0.500,0.309,0.361,0.5671032,0.415,0.216509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS209_1,0.33451,0.444395,0.242,0.540,0.467,0.62897,0.7311,0.7891,0.461664,0.39544457,0.737,0.472,0.530,0.78297335,0.488,0.357344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS252_4,0.28099,0.293935,0.101,0.488,0.415,0.64290,0.5613,0.5954,0.3377224,0.36912307,0.623,0.334,0.414,0.7848391,0.465,0.281421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS326_1,0.29797,0.265828,0.118,0.497,0.291,0.66359,0.5762,0.6808,0.33222548,0.36424202,0.631,0.403,0.435,0.7946577,0.459,0.253439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS277_5,0.27369,0.371546,0.137,0.435,0.412,0.63388,0.6065,0.5905,0.4128893,0.39662987,0.646,0.444,0.492,0.7441211,0.463,0.286654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS326_3,0.29497,0.268002,0.118,0.517,0.311,0.66610,0.5767,0.6975,0.34090591,0.36496264,0.626,0.398,0.407,0.7977528,0.454,0.263035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS326_2,0.29971,0.285129,0.129,0.519,0.324,0.66701,0.5842,0.6989,0.34166564,0.36678305,0.630,0.401,0.442,0.798019,0.458,0.266221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS337_2,0.27624,0.325918,0.097,0.394,,0.59328,0.6581,0.6572,0.3501164,0.348483,0.581,0.366,0.404,0.7449473,0.442,0.220902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS277_1,0.29646,0.384026,0.147,0.486,0.373,0.62984,0.6242,0.6280,0.4111589,0.39193,0.666,0.443,0.477,0.7637476,0.466,0.295218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS013_4,0.21686,0.36621,0.122,0.408,0.565,0.53520,0.6415,0.7502,0.3803323,0.37974316,0.690,0.431,0.470,0.7165005,0.486,0.281247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS238_4,0.36988,0.406666,0.248,0.548,0.409,0.69048,0.7842,0.8283,0.4385338,0.3941732,0.692,0.479,0.510,0.7950573,0.482,0.339358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS222_1,0.29501,0.289495,0.128,0.515,0.327,0.68104,0.5921,0.6996,0.35117408,0.36941534,0.625,0.405,0.441,0.79411185,0.457,0.255179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS075_2,0.27352,0.20981,0.128,0.388,0.267,0.57633,0.5361,0.6607,0.30088396,0.34608948,0.601,0.376,0.418,0.7713553,0.448,0.238714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS209_4,0.33390,0.36237,0.165,0.500,0.410,0.67675,0.6750,0.7473,0.3855845,0.37998995,0.703,0.430,0.513,0.78803575,0.467,0.344470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS377_2,0.35858,0.351985,0.148,0.527,0.386,0.70098,0.7348,0.7921,0.3804656,0.37710357,0.666,0.444,0.479,0.801334,0.461,0.272720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS238_5,0.41286,0.423474,0.197,0.567,0.427,0.67780,0.7762,0.8073,0.435923,0.3919525,,0.475,0.515,0.79257745,,0.329629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS319_4,0.30419,0.285659,0.119,0.483,0.317,0.64529,0.5482,0.5639,0.3421284,0.37523788,0.609,0.392,0.428,0.79077154,0.466,0.298480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS337_1,0.36440,0.346945,0.149,0.525,0.341,0.71084,0.6906,0.7013,0.3889952,0.38351053,0.633,0.424,0.455,0.79691094,0.452,0.294861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS081_2,0.06884,0.242923,0.089,0.308,0.137,0.46939,0.4401,0.5725,0.2733663,0.2947327,0.437,0.330,0.370,0.58236885,0.403,0.236174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS487_1,0.37916,0.436486,0.136,0.532,0.439,0.67654,0.7721,0.8007,0.4740202,0.39153832,0.669,0.455,0.505,0.7923606,0.479,0.309932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS050_2,0.12734,0.249816,0.107,0.301,0.126,0.54295,0.5235,0.4081,0.2254678,0.32954824,0.494,0.287,0.353,0.6695746,0.406,0.220772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS460_1,0.33748,0.38951,0.161,0.518,0.372,0.71414,0.7236,0.7882,0.4167566,0.37678772,0.649,0.438,0.465,0.80040497,0.465,0.285967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS377_5,0.36596,0.361983,0.152,0.538,0.411,0.70260,0.7087,0.7513,0.3854361,0.37649956,0.657,0.431,0.474,0.80127335,0.461,0.264393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS209_3,0.38758,0.420204,0.192,0.516,0.446,0.63627,0.7032,0.7651,0.4206047,0.39373803,0.713,0.449,0.524,0.7834424,0.479,0.350546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS326_4,0.31764,0.290927,0.127,0.516,0.317,0.67014,0.5810,0.7178,0.3457728,0.3641193,0.619,0.436,0.470,0.7946274,0.452,0.260679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS183_3,0.37937,0.359466,0.151,0.562,0.391,0.68956,0.7497,0.8072,0.390933,0.38395864,0.689,0.454,0.496,0.7923893,0.481,0.347792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS187_4,0.30500,0.268656,0.124,0.472,0.356,0.64165,0.5491,0.5443,0.3282617,0.36541125,0.621,0.393,0.428,0.79003394,0.47,0.271794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS238_2,0.36223,0.402738,0.201,0.528,0.409,0.69640,0.7154,0.7812,0.4267574,0.38865784,0.681,0.458,0.494,0.79689807,0.469,0.322994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS487_2,0.37797,0.432205,0.135,0.532,0.481,0.68504,0.7440,0.7905,0.4773278,0.39741158,0.670,0.448,0.524,0.7936363,0.473,0.317736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS364_5,0.31081,0.287579,0.106,0.444,0.342,0.61694,0.6157,0.6081,0.3200459,0.3686716,0.597,0.372,0.422,0.7997299,0.449,0.192456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS042_2,0.22862,0.280636,0.089,0.442,0.382,0.62782,0.5902,0.6142,0.3225436,0.3418483,0.624,0.368,0.417,0.75748014,0.45,0.235197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS013_1,0.27081,0.343963,0.109,0.417,0.512,0.57156,0.6329,0.6719,0.3561905,0.38400206,0.669,0.427,0.452,0.7157055,0.475,0.273973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS226_4,0.35042,0.255637,0.115,0.519,,0.69521,0.6631,0.6708,0.3056103,0.3661538,0.648,0.378,0.406,0.79929614,0.459,0.264128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS042_4,0.15735,0.238744,0.089,0.430,0.253,0.60884,0.5155,0.4530,0.2771144,0.33619678,0.590,0.336,0.383,0.74271476,0.44,0.253576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS081_4,0.12442,,0.105,0.303,0.110,0.48022,0.4677,0.5398,0.25612742,0.2996102,0.497,0.313,0.357,0.7062988,0.415,0.213769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS259_5,0.19402,0.24752,0.087,0.307,0.295,0.41481,0.4522,0.4371,0.3113663,0.32813114,0.567,0.326,0.387,0.7001265,0.433,0.170001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS259_4,0.15943,0.269773,0.096,0.298,0.320,0.43508,0.4540,0.4460,0.2898478,0.3404565,0.588,0.368,0.418,0.6937543,0.433,0.168158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS319_5,0.30799,0.251358,0.110,0.505,0.304,0.64037,0.5492,0.5697,0.31489005,0.37088734,0.620,0.377,0.416,0.7871359,0.465,0.306527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS042_1,0.28506,0.257254,0.101,0.464,0.378,0.68695,0.5949,0.6379,0.3367534,0.35909286,0.631,0.392,0.434,0.7796292,0.453,0.227511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS198_1,0.24120,0.231144,0.108,0.377,0.358,0.57624,0.4862,0.5874,0.29895005,0.3396507,0.598,0.396,0.462,0.7439027,0.466,0.245056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS183_1,0.38308,0.397806,0.189,0.538,0.470,0.68999,0.7507,0.7889,0.4161066,0.39382982,0.677,0.465,0.484,0.7950067,0.475,0.314464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS468_2,0.29754,0.269501,0.119,0.478,0.257,0.66519,0.5735,0.6771,0.3340585,0.36974064,0.580,0.376,0.407,0.79182696,0.446,0.245883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS198_3,0.23281,0.225421,0.114,0.398,0.333,0.57086,0.4795,0.5587,0.29878261,0.33438808,0.612,0.385,0.466,0.75480074,0.46,0.250495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS351_4,0.31253,0.322944,0.174,0.527,0.381,0.68514,0.7040,0.7672,0.3628942,0.3772201,0.695,0.423,0.478,0.7839831,0.475,0.334193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS437_4,0.02075,0.202211,0.104,0.252,0.254,0.42273,0.4186,0.4269,0.1946004,0.27402577,0.573,0.293,0.324,,0.408,0.162150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS187_1,0.29460,0.274739,0.110,0.491,0.376,0.64500,0.5569,0.5989,0.3308644,0.36373994,0.624,0.403,0.434,0.79073054,0.47,0.278307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS050_1,0.08383,0.244978,0.094,0.272,0.283,0.43656,0.4234,0.3661,0.2135597,0.34491542,0.493,0.302,0.345,0.49821463,0.416,0.196754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS183_4,0.29620,0.316483,0.151,0.542,0.432,0.68880,0.6753,0.7240,0.3418331,0.37580314,0.690,0.421,0.479,0.7819202,0.473,0.362929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS140_4,0.33995,0.368884,0.162,0.524,0.400,0.71088,0.7240,0.7793,0.3932196,0.38423696,0.650,0.452,0.448,0.7992468,0.468,0.285626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS377_3,0.36006,0.381179,0.136,0.517,0.374,0.70280,0.7363,0.7634,0.4070654,0.37137532,0.656,0.448,0.468,0.80094755,0.456,0.261681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS081_1,0.10212,0.237801,0.101,0.276,0.127,0.45527,0.4644,0.5171,0.2129107,0.30703986,0.417,0.268,0.309,0.64958227,0.387,0.214463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS081_5,0.13795,0.24007,0.101,0.237,,0.43228,0.4625,0.5169,0.2190808,0.3055575,0.362,0.270,0.308,0.6299913,0.384,0.159567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS226_5,0.21636,0.26354,0.114,,0.343,0.68276,0.5902,0.5856,0.323016,0.34904498,0.616,0.368,0.414,0.77662474,0.449,0.255414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS252_5,0.11753,0.241836,0.094,0.338,0.284,0.44388,0.4539,0.4554,0.2441284,0.31088454,0.585,0.331,0.385,0.58094513,0.425,0.243634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS277_3,0.29398,0.345352,0.158,0.441,0.336,0.63199,0.6006,0.7121,0.4087155,0.38733363,0.669,0.433,0.476,0.76846164,0.45,0.307681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS183_2,0.43418,0.41782,0.212,0.562,0.444,0.67909,0.7711,0.8191,0.4223358,0.38736477,0.705,0.471,0.508,0.7927447,0.487,0.323743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS198_4,0.25102,0.216799,0.129,0.367,0.264,0.58589,0.5372,0.6275,0.29207974,0.34722695,0.589,0.364,0.409,0.7734077,0.447,0.259048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS351_2,0.39994,0.367268,0.170,0.555,0.469,0.67880,0.8139,0.8471,0.3907685,0.3807773,0.713,0.459,0.512,0.7914828,0.492,0.336818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS070_1,0.34823,0.311568,0.126,0.539,0.439,0.66080,0.7599,0.8034,0.3385541,0.369764,0.707,0.463,0.500,0.7929139,0.491,0.315627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS324_5,0.30452,0.256038,0.126,0.469,0.363,0.55876,0.5166,0.6698,0.34034881,0.34279022,0.631,0.408,0.451,0.7753303,0.465,0.294545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS052_1,0.04748,0.239363,0.086,0.286,0.216,0.40042,0.3951,0.4133,0.2249695,0.2767822,0.481,0.279,0.342,0.48831868,0.407,0.192001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS209_5,0.33276,0.368724,0.225,0.471,0.403,0.62832,0.6826,0.7280,0.3789533,0.3895628,0.725,0.466,0.560,0.78218013,0.477,0.291732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS437_3,0.02441,0.204883,0.109,0.269,0.258,0.42405,0.4206,0.4341,0.1954934,0.27220386,0.566,0.297,0.308,0.49128368,0.409,0.174729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS487_3,0.35758,0.352734,0.114,0.522,0.396,0.66732,0.6458,0.6905,0.4044028,0.39035845,0.642,0.397,0.458,0.7956562,0.47,0.288650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS070_4,0.23965,0.257634,0.100,0.429,0.367,0.62660,0.7091,0.7625,0.3047622,0.34594035,0.637,0.380,0.443,0.7499546,0.457,0.231740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS075_3,0.25511,0.218539,0.129,0.405,0.251,0.59830,0.5558,0.6545,0.29374869,0.33985406,0.594,0.387,0.440,0.7709837,0.446,0.247911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS259_3,0.13857,0.252363,0.096,0.299,0.322,0.43069,0.4731,0.4886,0.3148521,0.32705337,0.586,0.333,0.413,0.698222,0.432,0.167212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS367_2,0.28335,0.270091,0.131,0.516,0.319,0.68185,0.5978,0.6810,0.32792395,0.3659902,0.629,0.403,0.435,0.7931752,0.457,0.271865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS367_3,0.28669,0.267538,0.129,0.510,0.297,0.68190,0.5839,0.6749,0.33421846,0.36601955,0.625,0.391,0.427,0.79334813,0.453,0.260279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS042_3,0.19816,0.226279,0.094,0.449,0.280,0.64926,0.5527,0.5899,0.28877938,0.3491121,0.619,0.359,0.431,0.77367926,0.46,0.221285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS075_4,0.20594,0.214725,0.112,0.388,0.227,0.57399,0.4849,0.5812,0.26803993,0.32552224,0.607,0.368,0.430,0.74485683,0.448,0.249112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS460_2,0.26010,0.313634,0.099,0.359,0.360,0.64782,0.5948,0.5982,0.3609052,0.365654,0.572,0.346,0.404,0.77094555,0.433,0.173592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS081_3,0.09702,0.252277,0.101,0.262,0.169,0.45260,0.4639,0.5050,0.2267159,0.29999202,0.424,0.263,0.333,0.64826155,0.388,0.212600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS198_5,0.11143,0.222337,0.095,0.324,0.233,0.47876,0.4718,0.5033,0.2299159,0.3133008,0.569,0.342,0.361,0.6340358,0.424,0.205860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS435_2,0.31226,0.251487,0.106,0.405,0.290,0.67814,0.5781,0.5677,0.2957068,0.35256597,0.574,0.369,0.438,0.7817104,0.442,0.244213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS435_3,0.29767,0.243424,0.114,0.428,0.194,0.67487,0.5905,0.5699,0.2838973,0.34400764,0.564,0.381,0.420,0.7876085,0.438,0.247969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS364_3,0.31027,0.260285,0.098,0.456,0.356,0.62743,0.6353,0.6267,0.2967802,0.36584347,0.610,0.406,0.462,0.79649746,0.452,0.216365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS364_1,0.32391,0.294703,0.103,0.452,0.382,0.62578,0.6166,0.5905,0.3309019,0.37220716,0.612,0.410,0.417,0.795737,0.448,0.203113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS324_3,0.14664,0.267328,0.107,0.431,0.309,0.63809,0.5449,0.5150,0.3041082,0.34514984,0.611,0.339,0.362,0.61551857,0.444,0.281520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS013_3,0.20770,0.294846,0.118,0.423,0.384,0.59220,0.6206,0.7671,0.3051035,0.36175352,0.684,0.409,0.428,0.7028787,0.467,0.307196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS238_3,0.38634,0.386762,0.155,0.530,0.422,0.68774,0.7332,0.7715,0.4053091,0.3858548,0.680,0.445,0.484,0.7964599,0.484,0.299577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
T1077TS198_2,0.27454,0.220599,0.133,0.407,0.266,0.60419,0.5533,0.6592,0.28736917,0.34517616,0.582,0.353,0.409,0.7791873,0.45,0.252448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1077
